entity_id,label
187,GO_0098687_instance
188,GO_0098827_instance
189,GO_0098852_instance
190,GO_0099080_instance
191,GO_0099513_instance
192,GO_0110053_instance
193,GO_0110165_instance
194,GO_0140513_instance
195,GO_0140535_instance
196,GO_1901981_instance
197,GO_1901987_instance
198,GO_1901988_instance
199,GO_1901990_instance
200,GO_1901991_instance
201,GO_1902494_instance
202,GO_1902749_instance
203,GO_1902750_instance
204,GO_1902903_instance
205,GO_1903047_instance
206,GO_1903311_instance
207,GO_1903706_instance
208,GO_1990234_instance
209,GO_1990778_instance
210,GO_1990904_instance
211,GO_2000026_instance
212,Pathway_0000000
213,Pathway_R-HSA-109581
214,Pathway_R-HSA-109582
215,Pathway_R-HSA-109606
216,Pathway_R-HSA-111465
217,Pathway_R-HSA-111885
218,Pathway_R-HSA-112314
219,Pathway_R-HSA-112315
220,Pathway_R-HSA-112316
221,Pathway_R-HSA-112382
222,Pathway_R-HSA-113418
223,Pathway_R-HSA-114604
224,Pathway_R-HSA-114608
225,Pathway_R-HSA-1168372
226,Pathway_R-HSA-1169091
227,Pathway_R-HSA-1169408
228,Pathway_R-HSA-1169410
229,Pathway_R-HSA-1221632
230,Pathway_R-HSA-1226099
231,Pathway_R-HSA-1227986
232,Pathway_R-HSA-1227990
233,Pathway_R-HSA-1234174
234,Pathway_R-HSA-1234176
235,Pathway_R-HSA-1236394
236,Pathway_R-HSA-1236974
237,Pathway_R-HSA-1236975
238,Pathway_R-HSA-1236978
239,Pathway_R-HSA-1250196
240,Pathway_R-HSA-1251985
241,Pathway_R-HSA-1257604
242,Pathway_R-HSA-1266738
243,Pathway_R-HSA-1280215
244,Pathway_R-HSA-1280218
245,Pathway_R-HSA-1362277
246,Pathway_R-HSA-140534
247,Pathway_R-HSA-141424
248,Pathway_R-HSA-141444
249,Pathway_R-HSA-1428517
250,Pathway_R-HSA-1430728
251,Pathway_R-HSA-1433557
252,Pathway_R-HSA-1445148
253,Pathway_R-HSA-1483255
254,Pathway_R-HSA-1483257
255,Pathway_R-HSA-1500931
256,Pathway_R-HSA-1538133
257,Pathway_R-HSA-156827
258,Pathway_R-HSA-156842
259,Pathway_R-HSA-156902
260,Pathway_R-HSA-157118
261,Pathway_R-HSA-15869
262,Pathway_R-HSA-159227
263,Pathway_R-HSA-159230
264,Pathway_R-HSA-159231
265,Pathway_R-HSA-159234
266,Pathway_R-HSA-159236
267,Pathway_R-HSA-162582
268,Pathway_R-HSA-162587
269,Pathway_R-HSA-162599
270,Pathway_R-HSA-162906
271,Pathway_R-HSA-162909
272,Pathway_R-HSA-1632852
273,Pathway_R-HSA-1640170
274,Pathway_R-HSA-1643685
275,Pathway_R-HSA-164952
276,Pathway_R-HSA-166016
277,Pathway_R-HSA-1660499
278,Pathway_R-HSA-166058
279,Pathway_R-HSA-166166
280,Pathway_R-HSA-166520
281,Pathway_R-HSA-167152
282,Pathway_R-HSA-167158
283,Pathway_R-HSA-167161
284,Pathway_R-HSA-167162
285,Pathway_R-HSA-167169
286,Pathway_R-HSA-167172
287,Pathway_R-HSA-167200
288,Pathway_R-HSA-167238
289,Pathway_R-HSA-167242
290,Pathway_R-HSA-167243
291,Pathway_R-HSA-167246
292,Pathway_R-HSA-167287
293,Pathway_R-HSA-167290
294,Pathway_R-HSA-168138
295,Pathway_R-HSA-168142
296,Pathway_R-HSA-168164
297,Pathway_R-HSA-168176
298,Pathway_R-HSA-168179
299,Pathway_R-HSA-168181
300,Pathway_R-HSA-168188
301,Pathway_R-HSA-168249
302,Pathway_R-HSA-168255
303,Pathway_R-HSA-168256
304,Pathway_R-HSA-168273
305,Pathway_R-HSA-168276
306,Pathway_R-HSA-168325
307,Pathway_R-HSA-168898
308,Pathway_R-HSA-168928
309,Pathway_R-HSA-170834
310,Pathway_R-HSA-174084
311,Pathway_R-HSA-174143
312,Pathway_R-HSA-174154
313,Pathway_R-HSA-174178
314,Pathway_R-HSA-174184
315,Pathway_R-HSA-176187
316,Pathway_R-HSA-176409
317,Pathway_R-HSA-176814
318,Pathway_R-HSA-177929
319,Pathway_R-HSA-1799339
320,Pathway_R-HSA-180910
321,Pathway_R-HSA-181438
322,Pathway_R-HSA-182971
323,Pathway_R-HSA-1834949
324,Pathway_R-HSA-1839117
325,Pathway_R-HSA-1839124
326,Pathway_R-HSA-1852241
327,Pathway_R-HSA-186763
328,Pathway_R-HSA-187037
329,Pathway_R-HSA-187577
330,Pathway_R-HSA-190236
331,Pathway_R-HSA-190873
332,Pathway_R-HSA-1912408
333,Pathway_R-HSA-191859
334,Pathway_R-HSA-192823
335,Pathway_R-HSA-194138
336,Pathway_R-HSA-194315
337,Pathway_R-HSA-194441
338,Pathway_R-HSA-195253
339,Pathway_R-HSA-195258
340,Pathway_R-HSA-195721
341,Pathway_R-HSA-196025
342,Pathway_R-HSA-196849
343,Pathway_R-HSA-196854
344,Pathway_R-HSA-198725
345,Pathway_R-HSA-198753
346,Pathway_R-HSA-198933
347,Pathway_R-HSA-1989781
348,Pathway_R-HSA-199977
349,Pathway_R-HSA-199991
350,Pathway_R-HSA-199992
351,Pathway_R-HSA-201556
352,Pathway_R-HSA-202403
353,Pathway_R-HSA-202424
354,Pathway_R-HSA-202433
355,Pathway_R-HSA-202670
356,Pathway_R-HSA-202733
357,Pathway_R-HSA-2029480
358,Pathway_R-HSA-2029482
359,Pathway_R-HSA-204005
360,Pathway_R-HSA-211000
361,Pathway_R-HSA-212165
362,Pathway_R-HSA-212300
363,Pathway_R-HSA-212436
364,Pathway_R-HSA-2132295
365,Pathway_R-HSA-2173793
366,Pathway_R-HSA-2173795
367,Pathway_R-HSA-2173796
368,Pathway_R-HSA-2219530
369,Pathway_R-HSA-2262752
370,Pathway_R-HSA-2408522
371,Pathway_R-HSA-2408557
372,Pathway_R-HSA-2424491
373,Pathway_R-HSA-2454202
374,Pathway_R-HSA-2467813
375,Pathway_R-HSA-2500257
376,Pathway_R-HSA-2555396
377,Pathway_R-HSA-2559580
378,Pathway_R-HSA-2559582
379,Pathway_R-HSA-2559583
380,Pathway_R-HSA-2565942
381,Pathway_R-HSA-2644606
382,Pathway_R-HSA-264876
383,Pathway_R-HSA-2682334
384,Pathway_R-HSA-2730905
385,Pathway_R-HSA-2871796
386,Pathway_R-HSA-2871837
387,Pathway_R-HSA-2894862
388,Pathway_R-HSA-2980736
389,Pathway_R-HSA-2990846
390,Pathway_R-HSA-2995410
391,Pathway_R-HSA-3108214
392,Pathway_R-HSA-3108232
393,Pathway_R-HSA-3214815
394,Pathway_R-HSA-3214841
395,Pathway_R-HSA-3214842
396,Pathway_R-HSA-3214847
397,Pathway_R-HSA-3232142
398,Pathway_R-HSA-3247509
399,Pathway_R-HSA-3296469
400,Pathway_R-HSA-3299685
401,Pathway_R-HSA-3371453
402,Pathway_R-HSA-3371497
403,Pathway_R-HSA-3371556
404,Pathway_R-HSA-354192
405,Pathway_R-HSA-3700989
406,Pathway_R-HSA-372790
407,Pathway_R-HSA-373755
408,Pathway_R-HSA-373760
409,Pathway_R-HSA-375165
410,Pathway_R-HSA-376176
411,Pathway_R-HSA-380259
412,Pathway_R-HSA-380270
413,Pathway_R-HSA-380284
414,Pathway_R-HSA-380287
415,Pathway_R-HSA-380320
416,Pathway_R-HSA-381038
417,Pathway_R-HSA-381070
418,Pathway_R-HSA-381119
419,Pathway_R-HSA-381340
420,Pathway_R-HSA-381426
421,Pathway_R-HSA-382551
422,Pathway_R-HSA-382556
423,Pathway_R-HSA-383280
424,Pathway_R-HSA-3858494
425,Pathway_R-HSA-388396
426,Pathway_R-HSA-388841
427,Pathway_R-HSA-389356
428,Pathway_R-HSA-389359
429,Pathway_R-HSA-3899300
430,Pathway_R-HSA-390466
431,Pathway_R-HSA-391251
432,Pathway_R-HSA-392499
433,Pathway_R-HSA-392517
434,Pathway_R-HSA-3928662
435,Pathway_R-HSA-3928665
436,Pathway_R-HSA-397795
437,Pathway_R-HSA-400206
438,Pathway_R-HSA-4085377
439,Pathway_R-HSA-4086398
440,Pathway_R-HSA-416476
441,Pathway_R-HSA-416482
442,Pathway_R-HSA-418555
443,Pathway_R-HSA-418594
444,Pathway_R-HSA-421270
445,Pathway_R-HSA-422475
446,Pathway_R-HSA-427389
447,Pathway_R-HSA-427413
448,Pathway_R-HSA-429914
449,Pathway_R-HSA-429947
450,Pathway_R-HSA-432040
451,Pathway_R-HSA-432720
452,Pathway_R-HSA-432722
453,Pathway_R-HSA-437239
454,Pathway_R-HSA-4420097
455,Pathway_R-HSA-442755
456,Pathway_R-HSA-445989
457,Pathway_R-HSA-446203
458,Pathway_R-HSA-446353
459,Pathway_R-HSA-446652
460,Pathway_R-HSA-446728
461,Pathway_R-HSA-447115
462,Pathway_R-HSA-448424
463,Pathway_R-HSA-449147
464,Pathway_R-HSA-450282
465,Pathway_R-HSA-450294
466,Pathway_R-HSA-450531
467,Pathway_R-HSA-451927
468,Pathway_R-HSA-453274
469,Pathway_R-HSA-453276
470,Pathway_R-HSA-453279
471,Pathway_R-HSA-4551638
472,Pathway_R-HSA-456926
473,Pathway_R-HSA-4570464
474,Pathway_R-HSA-4615885
475,Pathway_R-HSA-4755510
476,Pathway_R-HSA-4839726
477,Pathway_R-HSA-5218859
478,Pathway_R-HSA-5250913
479,Pathway_R-HSA-5250924
480,Pathway_R-HSA-5250941
481,Pathway_R-HSA-5357786
482,Pathway_R-HSA-5357801
483,Pathway_R-HSA-5357905
484,Pathway_R-HSA-5357956
485,Pathway_R-HSA-5368286
486,Pathway_R-HSA-5368287
487,Pathway_R-HSA-5389840
488,Pathway_R-HSA-5419276
489,Pathway_R-HSA-556833
490,Pathway_R-HSA-5578749
491,Pathway_R-HSA-5607764
492,Pathway_R-HSA-5617472
493,Pathway_R-HSA-5617833
494,Pathway_R-HSA-5619115
495,Pathway_R-HSA-5620912
496,Pathway_R-HSA-5620916
497,Pathway_R-HSA-5620920
498,Pathway_R-HSA-5620971
499,Pathway_R-HSA-5621481
500,Pathway_R-HSA-5625740
501,Pathway_R-HSA-5625900
502,Pathway_R-HSA-5626467
503,Pathway_R-HSA-5627117
504,Pathway_R-HSA-5627123
505,Pathway_R-HSA-5628897
506,Pathway_R-HSA-5633007
507,Pathway_R-HSA-5633008
508,Pathway_R-HSA-5653656
509,Pathway_R-HSA-5654738
510,Pathway_R-HSA-5655302
511,Pathway_R-HSA-5658442
512,Pathway_R-HSA-5663202
513,Pathway_R-HSA-5663205
514,Pathway_R-HSA-5663213
515,Pathway_R-HSA-5663220
516,Pathway_R-HSA-5668914
517,Pathway_R-HSA-5673001
518,Pathway_R-HSA-5674135
519,Pathway_R-HSA-5683057
520,Pathway_R-HSA-5684996
521,Pathway_R-HSA-5685938
522,Pathway_R-HSA-5685942
523,Pathway_R-HSA-5687128
524,Pathway_R-HSA-5688426
525,Pathway_R-HSA-5689603
526,Pathway_R-HSA-5689880
527,Pathway_R-HSA-5693532
528,Pathway_R-HSA-5693554
529,Pathway_R-HSA-5693565
530,Pathway_R-HSA-5693567
531,Pathway_R-HSA-5693568
532,Pathway_R-HSA-5693571
533,Pathway_R-HSA-5693579
534,Pathway_R-HSA-5693607
535,Pathway_R-HSA-5693616
536,Pathway_R-HSA-5694530
537,Pathway_R-HSA-5696394
538,Pathway_R-HSA-5696395
539,Pathway_R-HSA-5696398
540,Pathway_R-HSA-5696399
541,Pathway_R-HSA-597592
542,Pathway_R-HSA-606279
543,Pathway_R-HSA-611105
544,Pathway_R-HSA-674695
545,Pathway_R-HSA-6781823
546,Pathway_R-HSA-6781827
547,Pathway_R-HSA-6782135
548,Pathway_R-HSA-6782210
549,Pathway_R-HSA-6784531
550,Pathway_R-HSA-6785807
551,Pathway_R-HSA-6790901
552,Pathway_R-HSA-6791226
553,Pathway_R-HSA-6796648
554,Pathway_R-HSA-6798695
555,Pathway_R-HSA-6799198
556,Pathway_R-HSA-6802946
557,Pathway_R-HSA-6802948
558,Pathway_R-HSA-6802949
559,Pathway_R-HSA-6802952
560,Pathway_R-HSA-6802955
561,Pathway_R-HSA-6802957
562,Pathway_R-HSA-6803529
563,Pathway_R-HSA-6804756
564,Pathway_R-HSA-6804758
565,Pathway_R-HSA-6807070
566,Pathway_R-HSA-6807505
567,Pathway_R-HSA-6807878
568,Pathway_R-HSA-6811434
569,Pathway_R-HSA-6811436
570,Pathway_R-HSA-6811440
571,Pathway_R-HSA-6811442
572,Pathway_R-HSA-6811558
573,Pathway_R-HSA-6814122
574,Pathway_R-HSA-68867
575,Pathway_R-HSA-68875
576,Pathway_R-HSA-68877
577,Pathway_R-HSA-68882
578,Pathway_R-HSA-68886
579,Pathway_R-HSA-68949
580,Pathway_R-HSA-68962
581,Pathway_R-HSA-69002
582,Pathway_R-HSA-69017
583,Pathway_R-HSA-69052
584,Pathway_R-HSA-69202
585,Pathway_R-HSA-69206
586,Pathway_R-HSA-69231
587,Pathway_R-HSA-69239
588,Pathway_R-HSA-69242
589,Pathway_R-HSA-69275
590,Pathway_R-HSA-69278
591,Pathway_R-HSA-69306
592,Pathway_R-HSA-69473
593,Pathway_R-HSA-69481
594,Pathway_R-HSA-69618
595,Pathway_R-HSA-69620
596,Pathway_R-HSA-69656
597,Pathway_R-HSA-70171
598,Pathway_R-HSA-70326
599,Pathway_R-HSA-70895
600,Pathway_R-HSA-71291
601,Pathway_R-HSA-71387
602,Pathway_R-HSA-71403
603,Pathway_R-HSA-72086
604,Pathway_R-HSA-72163
605,Pathway_R-HSA-72165
606,Pathway_R-HSA-72172
607,Pathway_R-HSA-72187
608,Pathway_R-HSA-72202
609,Pathway_R-HSA-72203
610,Pathway_R-HSA-72306
611,Pathway_R-HSA-72312
612,Pathway_R-HSA-72613
613,Pathway_R-HSA-72649
614,Pathway_R-HSA-72662
615,Pathway_R-HSA-72689
616,Pathway_R-HSA-72695
617,Pathway_R-HSA-72702
618,Pathway_R-HSA-72706
619,Pathway_R-HSA-72737
620,Pathway_R-HSA-72764
621,Pathway_R-HSA-72766
622,Pathway_R-HSA-73762
623,Pathway_R-HSA-73772
624,Pathway_R-HSA-73776
625,Pathway_R-HSA-73779
626,Pathway_R-HSA-73854
627,Pathway_R-HSA-73856
628,Pathway_R-HSA-73857
629,Pathway_R-HSA-73864
630,Pathway_R-HSA-73886
631,Pathway_R-HSA-73887
632,Pathway_R-HSA-73894
633,Pathway_R-HSA-74160
634,Pathway_R-HSA-75067
635,Pathway_R-HSA-75153
636,Pathway_R-HSA-75893
637,Pathway_R-HSA-75953
638,Pathway_R-HSA-75955
639,Pathway_R-HSA-76002
640,Pathway_R-HSA-76005
641,Pathway_R-HSA-76042
642,Pathway_R-HSA-877300
643,Pathway_R-HSA-879415
644,Pathway_R-HSA-8852135
645,Pathway_R-HSA-8852276
646,Pathway_R-HSA-8853884
647,Pathway_R-HSA-8854214
648,Pathway_R-HSA-8854518
649,Pathway_R-HSA-8856688
650,Pathway_R-HSA-8856825
651,Pathway_R-HSA-8856828
652,Pathway_R-HSA-8866652
653,Pathway_R-HSA-8866654
654,Pathway_R-HSA-8868773
655,Pathway_R-HSA-8873719
656,Pathway_R-HSA-8876198
657,Pathway_R-HSA-8878159
658,Pathway_R-HSA-8878166
659,Pathway_R-HSA-8878171
660,Pathway_R-HSA-8936459
661,Pathway_R-HSA-8939211
662,Pathway_R-HSA-8939236
663,Pathway_R-HSA-8939902
664,Pathway_R-HSA-8943724
665,Pathway_R-HSA-8950505
666,Pathway_R-HSA-8951664
667,Pathway_R-HSA-8953854
668,Pathway_R-HSA-8953897
669,Pathway_R-HSA-8957275
670,Pathway_R-HSA-8964616
671,Pathway_R-HSA-8978868
672,Pathway_R-HSA-8980692
673,Pathway_R-HSA-8983432
674,Pathway_R-HSA-9006925
675,Pathway_R-HSA-9006931
676,Pathway_R-HSA-9006934
677,Pathway_R-HSA-9006936
678,Pathway_R-HSA-9007101
679,Pathway_R-HSA-9009391
680,Pathway_R-HSA-9010553
681,Pathway_R-HSA-9012999
682,Pathway_R-HSA-9013026
683,Pathway_R-HSA-9013106
684,Pathway_R-HSA-9013148
685,Pathway_R-HSA-9013149
686,Pathway_R-HSA-9013404
687,Pathway_R-HSA-9013405
688,Pathway_R-HSA-9013406
689,Pathway_R-HSA-9013407
690,Pathway_R-HSA-9013408
691,Pathway_R-HSA-9013409
692,Pathway_R-HSA-9013420
693,Pathway_R-HSA-9013423
694,Pathway_R-HSA-9013424
695,Pathway_R-HSA-9013425
696,Pathway_R-HSA-9018519
697,Pathway_R-HSA-9020558
698,Pathway_R-HSA-9020591
699,Pathway_R-HSA-9020702
700,Pathway_R-HSA-9022692
701,Pathway_R-HSA-9031628
702,Pathway_R-HSA-9033241
703,Pathway_R-HSA-9035034
704,Pathway_R-HSA-909733
705,Pathway_R-HSA-912526
706,Pathway_R-HSA-913531
707,Pathway_R-HSA-927802
708,Pathway_R-HSA-936440
709,Pathway_R-HSA-936964
710,Pathway_R-HSA-937041
711,Pathway_R-HSA-937061
712,Pathway_R-HSA-948021
713,Pathway_R-HSA-9609507
714,Pathway_R-HSA-9609646
715,Pathway_R-HSA-9609690
716,Pathway_R-HSA-9610379
717,Pathway_R-HSA-9612973
718,Pathway_R-HSA-9614085
719,Pathway_R-HSA-9616222
720,Pathway_R-HSA-9617828
721,Pathway_R-HSA-9633012
722,Pathway_R-HSA-9634285
723,Pathway_R-HSA-9634597
724,Pathway_R-HSA-9648025
725,Pathway_R-HSA-9649948
726,Pathway_R-HSA-9656223
727,Pathway_R-HSA-9658195
728,Pathway_R-HSA-9660821
729,Pathway_R-HSA-9662360
730,Pathway_R-HSA-9664323
731,Pathway_R-HSA-9664407
732,Pathway_R-HSA-9664417
733,Pathway_R-HSA-9664422
734,Pathway_R-HSA-9664565
735,Pathway_R-HSA-9665348
736,Pathway_R-HSA-9665686
737,Pathway_R-HSA-9670095
738,Pathway_R-HSA-9670439
739,Pathway_R-HSA-9674555
740,Pathway_R-HSA-9675108
741,Pathway_R-HSA-9675126
742,Pathway_R-HSA-9675136
743,Pathway_R-HSA-9678108
744,Pathway_R-HSA-9679191
745,Pathway_R-HSA-9679506
746,Pathway_R-HSA-9680350
747,Pathway_R-HSA-9683701
748,Pathway_R-HSA-9692914
749,Pathway_R-HSA-9694516
750,Pathway_R-HSA-9694631
751,Pathway_R-HSA-9694635
752,Pathway_R-HSA-9696264
753,Pathway_R-HSA-9700206
754,Pathway_R-HSA-9701190
755,Pathway_R-HSA-9701192
756,Pathway_R-HSA-9704331
757,Pathway_R-HSA-9704646
758,Pathway_R-HSA-9705671
759,Pathway_R-HSA-9705683
760,Pathway_R-HSA-9706574
761,Pathway_R-HSA-9707564
762,Pathway_R-HSA-9707616
763,Pathway_R-HSA-9709570
764,Pathway_R-HSA-9709603
765,Pathway_R-HSA-9711123
766,Pathway_R-HSA-9715370
767,Pathway_R-HSA-9716542
768,Pathway_R-HSA-9725370
769,Pathway_R-HSA-9730414
770,Pathway_R-HSA-9735869
771,Pathway_R-HSA-9735871
772,Pathway_R-HSA-975138
773,Pathway_R-HSA-975155
774,Pathway_R-HSA-9754678
775,Pathway_R-HSA-9755511
776,Pathway_R-HSA-9758274
777,Pathway_R-HSA-975871
778,Pathway_R-HSA-9759194
779,Pathway_R-HSA-975956
780,Pathway_R-HSA-975957
781,Pathway_R-HSA-9764725
782,Pathway_R-HSA-9766229
783,Pathway_R-HSA-9770562
784,Pathway_R-HSA-977225
785,Pathway_R-HSA-9772573
786,Pathway_R-HSA-9772755
787,Pathway_R-HSA-9820841
788,Pathway_R-HSA-9820865
789,Pathway_R-HSA-9820952
790,Pathway_R-HSA-9824439
791,Pathway_R-HSA-9824443
792,Pathway_R-HSA-9824446
793,Pathway_R-HSA-9824585
794,Pathway_R-HSA-983168
795,Pathway_R-HSA-983169
796,Pathway_R-HSA-983170
797,Pathway_R-HSA-983231
798,Pathway_R-HSA-9833110
799,Pathway_R-HSA-9833482
800,Pathway_R-HSA-9836573
801,Pathway_R-HSA-983695
802,Pathway_R-HSA-983705
803,Pathway_R-HSA-9837999
804,Pathway_R-HSA-9841922
805,Pathway_R-HSA-9843745
806,Pathway_R-HSA-9843940
807,Pathway_R-HSA-9845323
808,Pathway_R-HSA-9856530
809,Pathway_R-HSA-9856649
810,Pathway_R-HSA-9856651
811,Pathway_R-HSA-9864848
812,Pathway_R-HSA-9865881
813,Pathway_R-HSA-9907900
814,Pathway_R-HSA-9909649
815,Pathway_R-HSA-9918432
816,Pathway_R-HSA-9918485
817,Pathway_R-HSA-9918487
818,Pathway_R-HSA-9931269
819,Pathway_R-HSA-9932298
820,Pathway_R-HSA-9937383
821,Pathway_R-HSA-9954709
822,Pathway_R-HSA-9954714
823,Pathway_R-HSA-9954716
824,Protein_AASDHPPT
825,Protein_ABAT
826,Protein_ABCA7
827,Protein_ABCD1
828,Protein_ABCF1
829,Protein_ABHD17B
830,Protein_ABITRAM
831,Protein_ABRACL
832,Protein_ACAD8
833,Protein_ACADVL
834,Protein_ACAP2
835,Protein_ACBD5
836,Protein_ACIN1
837,Protein_ACKR3
838,Protein_ACOX1
839,Protein_ACSL1
840,Protein_ACSS1
841,Protein_ACTB
842,Protein_ACTG1
843,Protein_ACTN4
844,Protein_ACTR3
845,Protein_ACVR1
846,Protein_ADAM10
847,Protein_ADAMTSL4
848,Protein_ADAR
849,Protein_ADD3
850,Protein_ADI1
851,Protein_ADIPOR2
852,Protein_ADNP
853,Protein_ADORA2A
854,Protein_ADRM1
855,Protein_AEBP2
856,Protein_AFTPH
857,Protein_AGGF1
858,Protein_AGPAT1
859,Protein_AGPAT2
860,Protein_AGTRAP
861,Protein_AK2
862,Protein_AKAP11
863,Protein_AKAP13
864,Protein_AKAP7
865,Protein_AKAP8L
866,Protein_AKR1A1
867,Protein_AMD1
868,Protein_AMDHD2
869,Protein_AMY1A
870,Protein_ANKFY1
871,Protein_ANKRA2
872,Protein_ANKRD10
873,Protein_ANKRD12
874,Protein_ANKZF1
875,Protein_ANO2
876,Protein_ANP32A
877,Protein_ANXA4
878,Protein_AOC1
879,Protein_AP1S1
880,Protein_AP2A2
881,Protein_AP3B1
882,Protein_AP5M1
883,Protein_APBB3
884,Protein_APEH
885,Protein_APH1A
886,Protein_APOBEC3F
887,Protein_ARFGEF1
888,Protein_ARFIP1
889,Protein_ARHGAP12
890,Protein_ARHGAP18
891,Protein_ARHGAP30
892,Protein_ARHGEF1
893,Protein_ARID4A
894,Protein_ARID4B
895,Protein_ARL4A
896,Protein_ARL6IP4
897,Protein_ARL6IP5
898,Protein_ARL6IP6
899,Protein_ARMC7
900,Protein_ARPC5
901,Protein_ARPP19
902,Protein_ARRDC3
903,Protein_ASAP1
904,Protein_ASB6
905,Protein_ASB8
906,Protein_ASH2L
907,Protein_ASTE1
908,Protein_ATF1
909,Protein_ATG101
910,Protein_ATG3
911,Protein_ATG4B
912,Protein_ATG5
913,Protein_ATG9A
914,Protein_ATN1
915,Protein_ATP11B
916,Protein_ATP1A1
917,Protein_ATP2A2
918,Protein_ATP2B1
919,Protein_ATP5F1D
920,Protein_ATP5ME
921,Protein_ATP6AP2
922,Protein_ATP6V1F
923,Protein_ATPAF1
924,Protein_ATXN1
925,Protein_ATXN7L3
926,Protein_AUH
927,Protein_AUNIP
928,Protein_AURKB
929,Protein_AVP
