model,input,normalization,version,balanced_accuracy,precision,recall,f1,mcc,auroc,auprc,brier,seed
sklearn_mlp,weighted_RGCN_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4497607655502392,0.8024626408662429,0.1756755888092011,0
svm,Complex_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.937799043062201,0.982959272667726,0.0897240420963729,0
svm,concatenated_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5239234449760766,0.8118666756394342,0.1740271332783191,0
svm,GAT_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8923444976076556,0.9701529039475406,0.1145719069536725,0
svm,GraphSAGE_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7320574162679426,0.895718774109337,0.1602195480287094,0
svm,RGCN_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5239234449760766,0.8118666756394342,0.1741092589890101,0
svm,weighted_RGCN_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3062200956937799,0.6953823414997237,0.1861948103222323,0
xgboost,Complex_protein_embeddings,log1p,v2.10,0.8755980861244019,0.9696969696969696,0.8421052631578947,0.9014084507042254,0.6683816928105725,0.9473684210526316,0.9862777426451512,0.0853443378187052,0
xgboost,concatenated_protein_embeddings,log1p,v2.10,0.8433014354066986,0.9428571428571428,0.868421052631579,0.9041095890410958,0.6341554305119896,0.944976076555024,0.985543764843504,0.0987988503343542,0
xgboost,GAT_sample_embeddings,log1p,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.8923444976076554,0.9706764552879786,0.1157521833788832,0
xgboost,GraphSAGE_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4999999999999999,0.7608863794349123,0.2009539770305904,0
xgboost,RGCN_protein_embeddings,log1p,v2.10,0.6866028708133971,0.875,0.7368421052631579,0.8,0.3271425296888392,0.7416267942583732,0.9154526814927668,0.1785043020479809,0
xgboost,weighted_RGCN_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6818181818181819,0.8864924065949561,0.1929768098508856,0
pytorch_mlp,Complex_protein_embeddings,minmax,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8110047846889953,0.9460590678287908,0.2126465574440257,0
pytorch_mlp,concatenated_protein_embeddings,minmax,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326,0
pytorch_mlp,RGCN_protein_embeddings,minmax,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
random_forest,Complex_protein_embeddings,minmax,v2.10,0.9282296650717704,0.972972972972973,0.9473684210526316,0.96,0.8310045481160808,0.9665071770334928,0.9910845397687504,0.0713533637866467,0
random_forest,concatenated_protein_embeddings,minmax,v2.10,0.8696172248803828,0.945945945945946,0.9210526315789472,0.9333333333333332,0.7172637021448854,0.9569377990430622,0.9891207023869916,0.0860276593965431,0
random_forest,GAT_protein_embeddings,minmax,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.8851674641148325,0.962645488333056,0.1121840144603541,0
random_forest,GAT_sample_embeddings,minmax,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.9138755980861244,0.9763650772772968,0.1150794257430098,0
random_forest,GraphSAGE_protein_embeddings,minmax,v2.10,0.8241626794258373,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.6483253588516746,0.944976076555024,0.9844132050881796,0.0838927119027531,0
random_forest,GraphSAGE_sample_embeddings,minmax,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.5933014354066986,0.8287073014670386,0.1819384362900886,0
random_forest,RGCN_protein_embeddings,minmax,v2.10,0.5382775119617225,0.7906976744186046,0.8947368421052632,0.8395061728395061,0.0974433002607085,0.722488038277512,0.9027967170883392,0.1627435305485324,0
